Curs escolar,Codi_centre,Nom_centre,Municipi,Unitats concertades - EINF,Unitats concertades - PRI,Unitats concertades - ESO,Unitats concertades - EdE,Unitats concertades - BATX,Unitats concertades - CFPM,Unitats concertades -CFPS,Alumnes - EINF,Alumnes - PRI,Alumnes - ESO,Alumnes - EdE,Alumnes - BATX,Alumnes - CFPM,Alumnes - CFPS,Dotació plantilla,Nòmina del personal del centre,Seg.Social,Despeses de funcionament,Total Alumnes,MUNICIPI,NOM_CAPITAL,COMARCA,PROVINCIA,CENS
2021-2022,8007603,Arrels,Barcelona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,117.0,308.0,239.0,0.0,0.0,0.0,0.0,38.34,1663073.2,522204.98,209581.54,664.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007721,Jesús Maria,Barcelona,6.0,12.0,12.0,0.0,6.0,0.0,0.0,131.0,301.0,359.0,0.0,194.0,0.0,0.0,56.6,2434447.35,764416.47,269184.11,985.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007858,Escolàpies Sant Martí - Barcelona,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,129.0,297.0,234.0,0.0,0.0,0.0,0.0,41.18,1685712.88,529313.84,217739.09,660.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007871,Sant Ferran,Barcelona,3.0,6.0,8.0,0.0,0.0,0.0,0.0,66.0,149.0,211.0,0.0,0.0,0.0,0.0,30.68,1278764.47,401532.04,136378.67,426.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8007913,Mare de Déu de Núria,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,66.0,145.0,118.0,0.0,0.0,0.0,0.0,20.72,910493.08,285894.83,97113.36,329.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008012,San Rafael,Barcelona,2.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,115.0,0.0,0.0,0.0,0.0,0.0,13.0,505465.14,158716.05,0.0,150.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008036,Joan Roca 1953,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,66.0,146.0,0.0,0.0,0.0,0.0,0.0,14.0,533040.39,167374.68,59661.57,212.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008191,Santa Maria dels Apòstols,Barcelona,0.0,6.0,12.0,0.0,4.0,2.0,0.0,0.0,151.0,294.0,0.0,89.0,66.0,0.0,45.75,1966134.91,617366.36,211943.16,600.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008267,L'Esperança,Barcelona,2.0,6.0,4.0,0.0,4.0,2.0,0.0,38.0,114.0,107.0,0.0,85.0,44.0,0.0,32.25,1378081.06,432717.45,153523.92,388.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008279,FEDAC-Sant Andreu,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,139.0,308.0,241.0,0.0,0.0,0.0,0.0,39.68,1763768.85,553823.42,210957.04,688.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008309,Mare Alfonsa Cavín,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,72.0,147.0,123.0,0.0,0.0,0.0,0.0,21.72,867482.63,272389.55,114353.37,342.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008361,Cor de Maria-Sabastida,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,127.0,289.0,209.0,0.0,0.0,0.0,0.0,41.68,1790926.45,562350.91,218144.42,625.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008371,Mare de Déu dels Àngels,Barcelona,8.0,18.0,12.0,0.0,4.0,0.0,0.0,194.0,450.0,346.0,0.0,110.0,0.0,0.0,62.9,2790894.2,876340.78,326022.12,1100.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008401,Bon Pastor,Barcelona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,88.0,248.0,190.0,0.0,0.0,0.0,0.0,41.52,1915537.29,601478.71,206783.24,526.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008462,"Jesús, Maria i Josep",Barcelona,9.0,18.0,12.0,0.0,0.0,0.0,0.0,199.0,460.0,359.0,0.0,0.0,0.0,0.0,57.16,2421347.91,760303.24,319504.26,1018.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008474,Valldaura,Barcelona,6.0,12.0,8.0,0.0,4.0,0.0,0.0,138.0,306.0,236.0,0.0,115.0,0.0,0.0,47.08,2019281.4,634054.36,217778.86,795.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008504,Providencia del Corazón de Jesús,Barcelona,3.0,12.0,12.0,0.0,4.0,0.0,0.0,69.0,279.0,334.0,0.0,124.0,0.0,0.0,51.56,2344772.42,736258.54,242087.06,806.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008516,Mare de Déu de la Soledat,Barcelona,2.0,6.0,0.0,0.0,0.0,0.0,0.0,54.0,157.0,0.0,0.0,0.0,0.0,0.0,13.0,577635.33,181377.49,61812.79,211.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008531,Amor de Dios,Barcelona,6.0,13.0,9.0,0.0,4.0,0.0,0.0,128.0,299.0,229.0,0.0,96.0,0.0,0.0,53.39,2163893.53,679462.57,271351.13,752.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008656,Ramon Llull,Barcelona,2.0,6.0,4.0,0.0,0.0,0.0,0.0,50.0,134.0,110.0,0.0,0.0,0.0,0.0,23.22,974548.33,306008.18,102771.54,294.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008701,Grey,Barcelona,2.0,6.0,0.0,0.0,0.0,0.0,0.0,61.0,145.0,0.0,0.0,0.0,0.0,0.0,13.0,564535.56,177264.17,61217.11,206.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008747,Mireia,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,48.0,134.0,101.0,0.0,0.0,0.0,0.0,21.72,913572.84,286861.87,122209.13,283.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008784,Sant Gabriel,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,131.0,288.0,239.0,0.0,0.0,0.0,0.0,41.68,1750108.17,549533.97,210774.42,658.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008796,Verns,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,71.0,148.0,0.0,0.0,0.0,0.0,0.0,14.0,547305.42,171853.9,68549.65,219.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008826,Miró,Barcelona,2.0,6.0,0.0,0.0,0.0,0.0,0.0,57.0,123.0,0.0,0.0,0.0,0.0,0.0,13.0,548653.76,172277.28,57825.81,180.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008851,Voramar,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,116.0,295.0,237.0,0.0,0.0,0.0,0.0,38.68,1763394.49,553705.87,213074.75,648.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008930,San Francisco,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,71.0,144.0,124.0,0.0,0.0,0.0,0.0,23.72,942447.37,295928.47,107454.9,339.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8008981,Sagrat Cor Besòs,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,115.0,281.0,219.0,0.0,0.0,0.0,0.0,46.68,2018213.62,633719.08,204228.84,615.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009016,Roig Tesalia,Barcelona,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,116.0,103.0,0.0,0.0,0.0,0.0,16.72,762387.05,239389.53,76140.69,219.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009156,Sagrado Corazón,Barcelona,1.0,6.0,4.0,0.0,0.0,0.0,0.0,43.0,134.0,107.0,0.0,0.0,0.0,0.0,19.72,840588.97,263944.94,95594.58,284.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009235,Santísima Trinidad,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,64.0,151.0,103.0,0.0,0.0,0.0,0.0,23.72,945574.9,296910.52,108123.87,318.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009247,Grèvol,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,135.0,303.0,238.0,0.0,0.0,0.0,0.0,41.18,1685415.08,529220.34,211905.49,676.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009260,Jesuïtes Clot - El Clot,Barcelona,9.0,18.0,16.0,0.0,12.0,18.0,23.0,225.0,452.0,479.0,0.0,391.0,517.0,626.0,159.56,6710859.85,2107209.99,937960.09,2690.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009454,Sant Ramon Nonat,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,146.0,301.0,240.0,0.0,0.0,0.0,0.0,41.18,1747428.02,548692.4,205290.08,687.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009466,Sant Ramon Nonat-Sagrat Cor,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,144.0,290.0,223.0,0.0,0.0,0.0,0.0,41.68,1777801.52,558229.68,194268.86,657.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009508,Santa Teresa de Lisieux,Barcelona,6.0,12.0,8.0,0.0,4.0,0.0,0.0,126.0,298.0,240.0,0.0,136.0,0.0,0.0,46.68,2004254.74,629335.99,246391.41,800.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009636,Sant Miquel,Barcelona,9.0,17.0,12.0,0.0,0.0,0.0,0.0,177.0,413.0,349.0,0.0,0.0,0.0,0.0,56.16,2440799.05,766410.9,312941.46,939.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009673,Pare Manyanet,Barcelona,9.0,18.0,12.0,0.0,0.0,0.0,0.0,203.0,454.0,351.0,0.0,0.0,0.0,0.0,57.16,2352295.96,738620.93,305100.14,1008.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009697,IPSI,Barcelona,12.0,24.0,16.0,0.0,0.0,0.0,0.0,261.0,596.0,469.0,0.0,0.0,0.0,0.0,72.4,2932436.06,920784.92,416615.82,1326.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009806,FEDAC-Horta,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,146.0,305.0,235.0,0.0,0.0,0.0,0.0,38.68,1623783.92,509868.15,210130.92,686.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009934,La Salle Horta,Barcelona,6.0,12.0,8.0,0.0,4.0,0.0,0.0,129.0,295.0,237.0,0.0,135.0,0.0,0.0,48.08,2099911.74,659372.29,228870.27,796.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009971,Guinardó,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,144.0,304.0,240.0,0.0,0.0,0.0,0.0,41.18,1771881.29,556370.73,217286.53,688.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8009995,Regina Carmeli,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,144.0,298.0,224.0,0.0,0.0,0.0,0.0,38.68,1597216.78,501526.07,209490.69,666.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010006,Nou Patufet,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,64.0,127.0,113.0,0.0,0.0,0.0,0.0,20.72,812981.66,255276.24,97005.9,304.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010031,Grimm,Barcelona,3.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,183583.38,57645.18,19494.6,68.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010171,Immaculada Concepció,Barcelona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,104.0,275.0,241.0,0.0,0.0,0.0,0.0,38.52,1617548.49,507910.23,208018.6,620.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010341,Vedruna Immaculada Barcelona,Barcelona,6.0,11.0,8.0,0.0,0.0,0.0,0.0,117.0,266.0,223.0,0.0,0.0,0.0,0.0,38.68,1659909.14,521211.47,210424.93,606.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010432,Sagrada Família-Horta,Barcelona,13.0,29.0,20.0,0.0,0.0,0.0,0.0,269.0,660.0,581.0,0.0,0.0,0.0,0.0,87.17,3794152.9,1191364.01,510493.61,1510.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010468,Palcam,Barcelona,12.0,24.0,12.0,0.0,4.0,6.0,2.0,267.0,578.0,374.0,0.0,136.0,181.0,62.0,89.7,3690220.04,1158729.09,514190.68,1598.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010501,Claret,Barcelona,11.0,24.0,12.0,0.0,0.0,0.0,0.0,239.0,567.0,374.0,0.0,0.0,0.0,0.0,65.6,2781236.86,873308.37,354028.33,1180.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010547,Mare de Déu del Coll,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,54.0,139.0,105.0,0.0,0.0,0.0,0.0,23.72,972935.87,305501.86,118503.79,298.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010641,Abat Oliba-Spínola,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,129.0,292.0,230.0,0.0,0.0,0.0,0.0,39.68,1582984.91,497057.26,212317.74,651.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010821,Magòria,Barcelona,3.0,6.0,0.0,0.0,0.0,0.0,0.0,71.0,131.0,0.0,0.0,0.0,0.0,0.0,14.0,558354.88,175323.43,64560.15,202.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010882,Molina,Barcelona,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,112.0,0.0,0.0,61.0,0.0,12.24,523453.31,164364.34,67168.54,173.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8010961,La Salle Barceloneta,Barcelona,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,176.0,271.0,0.0,29.76,1294828.75,406576.23,182797.17,447.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011096,Piaget,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,69.0,117.0,108.0,0.0,0.0,0.0,0.0,20.72,814178.91,255652.18,123239.47,294.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011199,Adela de Trenquelleón,Barcelona,6.0,12.0,8.0,0.0,0.0,0.0,0.0,120.0,302.0,236.0,0.0,0.0,0.0,0.0,41.18,1766019.58,554530.15,202806.57,658.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011266,Aspace,Barcelona,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,34.0,1321200.06,414856.82,103918.94,79.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011281,Inst. Pedagogia Terapèut. Jeroni de Moragas,Barcelona,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,15.5,569225.24,178736.73,52979.47,40.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011291,Pedralbes,Barcelona,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,10.3,377436.19,118514.96,39175.18,32.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011394,Sant Joan Bosco,Barcelona,7.0,20.0,16.0,0.0,0.0,0.0,0.0,164.0,484.0,463.0,0.0,0.0,0.0,0.0,64.57,2684802.02,843027.83,336937.41,1111.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011424,Sants Innocents,Barcelona,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,36.0,1413670.83,443892.64,166577.46,79.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011448,Gravi,Barcelona,3.0,11.0,8.0,0.0,4.0,0.0,0.0,65.0,226.0,223.0,0.0,92.0,0.0,0.0,42.08,1938299.37,608626.0,218943.44,606.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011451,Aspasim,Barcelona,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,23.0,842136.49,264430.86,55687.58,20.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011606,Asunción de Nuestra Señora,Barcelona,3.0,12.0,8.0,0.0,0.0,0.0,0.0,63.0,257.0,220.0,0.0,0.0,0.0,0.0,36.68,1575087.98,494577.63,180875.35,540.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011643,Sant Genís dels Agudells,Barcelona,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,22.0,800635.73,251399.62,134885.91,96.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8011941,Escola Pia Balmes,Barcelona,7.0,15.0,12.0,0.0,0.0,0.0,0.0,132.0,335.0,325.0,0.0,0.0,0.0,0.0,52.83,2320855.39,728748.59,302985.02,792.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8012027,Frederic Mistral-Tècnic Eulàlia,Barcelona,17.0,36.0,20.0,0.0,0.0,0.0,0.0,353.0,884.0,602.0,0.0,0.0,0.0,0.0,100.9,4069643.42,1277868.03,540976.0,1839.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8013071,Ntra. Sra. de Montserrat,Barcelona,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,22.0,847833.67,266219.77,105229.24,70.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8013585,La Sagrera,Barcelona,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,18.0,680594.65,213706.72,56634.48,74.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8013603,Súnion,Barcelona,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,27.4,1143755.86,359139.34,173626.2,472.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8013640,Joan Pelegrí,Barcelona,9.0,18.0,24.0,0.0,12.0,4.0,2.0,191.0,441.0,716.0,0.0,421.0,111.0,60.0,110.84,4841105.41,1520107.1,621027.85,1940.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8013706,Castro de la Peña,Barcelona,2.0,6.0,4.0,0.0,0.0,0.0,0.0,46.0,133.0,111.0,0.0,0.0,0.0,0.0,19.72,848399.04,266397.3,106051.31,290.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8013767,Prat,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,20.07,836274.37,262590.15,97528.08,298.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014012,Mare de Déu de Montserrat,Barcelona,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,43.0,1660789.08,521487.77,173945.45,177.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014051,Estimia-El Niu,Barcelona,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,34.0,1159067.96,363947.34,116129.94,54.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014097,Closa,Barcelona,5.0,12.0,8.0,0.0,0.0,0.0,0.0,99.0,284.0,233.0,0.0,0.0,0.0,0.0,40.34,1569196.34,492727.65,180612.71,616.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014139,AF Centre d'estudis,Barcelona,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,9.72,335643.32,105392.0,42313.86,132.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014140,Guru,Barcelona,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,12.0,469290.95,147357.36,54632.39,33.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014255,Sopeña Barcelona,Barcelona,0.0,0.0,4.0,0.0,0.0,6.0,5.0,0.0,0.0,110.0,0.0,0.0,168.0,118.0,26.05,1169320.03,367166.49,178540.95,396.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014279,Escola Professional Salesiana,Barcelona,0.0,0.0,0.0,0.0,8.0,20.0,20.0,0.0,0.0,0.0,0.0,251.0,585.0,588.0,85.8,3874604.22,1216625.73,572109.76,1424.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014310,Santíssima Trinitat,Barcelona,0.0,0.0,8.0,0.0,4.0,3.0,2.0,0.0,0.0,233.0,0.0,124.0,87.0,54.0,31.77,1413166.69,443734.34,170753.24,498.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014358,Aloma,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,74.0,149.0,118.0,0.0,0.0,0.0,0.0,22.72,895180.76,281086.76,113156.09,341.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8014449,Mare de Déu del Roser Les Planes,Barcelona,1.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,25.0,20.0,0.0,0.0,0.0,0.0,13.0,545505.33,171288.67,62870.53,53.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8031897,Bemen 3,Barcelona,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,163.0,246.0,27.45,1165496.85,365966.01,167610.4,409.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8031927,Escola Tècnico-Professional Xavier,Barcelona,0.0,0.0,0.0,0.0,4.0,8.0,12.0,0.0,0.0,0.0,0.0,73.0,218.0,284.0,41.24,1727823.92,542536.71,240308.04,575.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8032099,John Talabot,Barcelona,3.0,6.0,4.0,0.0,0.0,0.0,0.0,73.0,151.0,110.0,0.0,0.0,0.0,0.0,20.72,892795.67,280337.84,109987.52,334.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8032105,Nen Déu,Barcelona,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,37.0,1292951.53,405986.78,149664.58,118.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8032208,Centre d'Estudis Politècnics,Barcelona,0.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,144.0,537.0,45.38,1847194.11,580018.95,244071.38,681.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8032211,Ceir - Arco Villarroel,Barcelona,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,233.0,323.0,34.54,1446600.4,454232.53,232781.14,556.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8032361,Stucom,Barcelona,0.0,0.0,0.0,0.0,6.0,8.0,14.0,0.0,0.0,0.0,0.0,202.0,223.0,368.0,49.18,2078101.17,652523.77,271232.38,793.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8033432,Rel,Barcelona,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,16.5,625766.88,196490.8,59091.95,61.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8033638,Centre Català Comercial,Barcelona,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,57.0,104.0,10.97,454240.78,142631.6,62011.56,161.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8035015,López Vicuña,Barcelona,0.0,0.0,0.0,0.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,68.0,245.0,301.0,35.1,1559529.69,489692.32,210613.45,614.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8035064,Fàsia-Eixample,Barcelona,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,18.0,685275.79,215176.6,47160.69,53.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8035076,Montseny-Poblenou,Barcelona,6.0,13.0,9.0,0.0,4.0,0.0,0.0,150.0,327.0,268.0,0.0,137.0,0.0,0.0,48.79,2119266.95,665449.82,265016.05,882.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8035091,Gavina,Barcelona,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,23.0,896917.31,281632.04,88477.37,45.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8035532,L'Alba,Barcelona,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,27.0,954797.66,299806.47,69350.34,79.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8035842,Laia,Barcelona,2.0,5.0,0.0,0.0,0.0,0.0,0.0,54.0,130.0,0.0,0.0,0.0,0.0,0.0,12.0,453355.74,142353.7,45627.05,184.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
2021-2022,8036196,Carrilet,Barcelona,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,15.5,545181.07,171186.86,53669.54,40.0,Barcelona,Barcelona,Barcelonès,Barcelona,1636193.0
